Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2016,2,San Luis,12939,317.0,13256
2016,2,Santa Cruz,25797,356.0,26153
2016,2,Santa Fe,563867,607.0,564474
2016,2,Santiago Del Estero,36958,3.0,36961
2016,2,Tierra Del Fuego,30740,619.0,31359
2016,2,Tucumán,148636,41.0,148677
2016,1,Buenos Aires,2929903,12612.0,2942515
2016,1,Capital Federal,1328079,9817.0,1337896
2016,1,Catamarca,26376,13.0,26389
2016,1,Chaco,86635,16.0,86651
2016,1,Chubut,62060,1740.0,63800
2016,1,Córdoba,609692,234.0,609926
2016,1,Corrientes,85510,26.0,85536
2016,1,Entre Ríos,174634,179.0,174813
2016,1,Formosa,28313,1.0,28314
2016,1,Jujuy,40287,2.0,40289
2016,1,La Pampa,65442,487.0,65929
2016,1,La Rioja,16673,18.0,16691
2016,1,Mendoza,169257,1553.0,170810
2016,1,Misiones,92951,7.0,92958
2016,1,Neuquén,101969,2292.0,104261
2016,1,Río Negro,98745,1077.0,99822
2016,1,Salta,102423,3.0,102426
2016,1,San Juan,51373,621.0,51994
2016,1,San Luis,12915,317.0,13232
2016,1,Santa Cruz,25931,356.0,26287
2016,1,Santa Fe,551378,618.0,551996
2016,1,Santiago Del Estero,37695,3.0,37698
2016,1,Tierra Del Fuego,29867,619.0,30486
2016,1,Tucumán,146596,41.0,146637
2015,4,Buenos Aires,2946743,12642.0,2959385
2015,4,Capital Federal,1360381,9845.0,1370226
2015,4,Catamarca,26459,13.0,26472
2015,4,Chaco,86537,16.0,86553
2015,4,Chubut,62279,1740.0,64019
2015,4,Córdoba,625835,235.0,626070
2015,4,Corrientes,85409,26.0,85435
2015,4,Entre Ríos,173957,180.0,174137
2015,4,Formosa,28088,1.0,28089
2015,4,Jujuy,39922,2.0,39924
2015,4,La Pampa,66054,312.0,66366
2015,4,La Rioja,16914,18.0,16932
2015,4,Mendoza,169251,1556.0,170807
2015,4,Misiones,92846,7.0,92853
2015,4,Neuquén,105122,2294.0,107416
2015,4,Río Negro,98655,1067.0,99722
2015,4,Salta,101917,3.0,101920
2015,4,San Juan,51408,621.0,52029
2015,4,San Luis,12901,317.0,13218
2015,4,Santa Cruz,26047,356.0,26403
2015,4,Santa Fe,561045,627.0,561672
2015,4,Santiago Del Estero,39132,3.0,39135
2015,4,Tierra Del Fuego,29334,619.0,29953
2015,4,Tucumán,146053,42.0,146095
2015,3,Buenos Aires,2916070,12695.0,2928765
2015,3,Capital Federal,1362193,9875.0,1372068
2015,3,Catamarca,26080,13.0,26093
2015,3,Chaco,85354,16.0,85370
2015,3,Chubut,62143,1740.0,63883
2015,3,Córdoba,622761,237.0,622998
2015,3,Corrientes,84931,28.0,84959
2015,3,Entre Ríos,172252,182.0,172434
2015,3,Formosa,27751,1.0,27752
2015,3,Jujuy,39548,2.0,39550
2015,3,La Pampa,64976,495.0,65471
2015,3,La Rioja,16753,18.0,16771
2015,3,Mendoza,169261,1562.0,170823
2015,3,Misiones,91615,7.0,91622
2015,3,Neuquén,98376,2240.0,100616
2015,3,Río Negro,98529,1085.0,99614
2015,3,Salta,100570,3.0,100573
2015,3,San Juan,51409,621.0,52030
2015,3,San Luis,12902,317.0,13219
2015,3,Santa Cruz,25912,359.0,26271
2015,3,Santa Fe,556097,641.0,556738
2015,3,Santiago Del Estero,39394,3.0,39397
2015,3,Tierra Del Fuego,33118,619.0,33737
2015,3,Tucumán,144272,42.0,144314
2015,2,Buenos Aires,2871079,12711.0,2883790
2015,2,Capital Federal,1336391,9893.0,1346284
2015,2,Catamarca,25666,13.0,25679
2015,2,Chaco,83832,16.0,83848
2015,2,Chubut,61745,1740.0,63485
2015,2,Córdoba,609510,236.0,609746
2015,2,Corrientes,83288,28.0,83316
2015,2,Entre Ríos,169309,183.0,169492
2015,2,Formosa,27013,37.0,27050
2015,2,Jujuy,37720,2.0,37722
2015,2,La Pampa,63552,500.0,64052
2015,2,La Rioja,16491,18.0,16509
2015,2,Mendoza,169259,1564.0,170823
2015,2,Misiones,88512,7.0,88519
2015,2,Neuquén,95644,2241.0,97885
2015,2,Río Negro,97640,1087.0,98727
2015,2,Salta,98264,3.0,98267
2015,2,San Juan,51367,621.0,51988
2015,2,San Luis,12904,317.0,13221
2015,2,Santa Cruz,25384,379.0,25763
2015,2,Santa Fe,545739,649.0,546388
2015,2,Santiago Del Estero,39375,3.0,39378
2015,2,Tierra Del Fuego,32960,619.0,33579
2015,2,Tucumán,140635,42.0,140677
2015,1,Buenos Aires,2847076,14766.0,2861842
2015,1,Capital Federal,1321139,11582.0,1332721
2015,1,Catamarca,25312,20.0,25332
2015,1,Chaco,81329,31.0,81360
2015,1,Chubut,63327,1946.0,65273
2015,1,Córdoba,596663,294.0,596957
2015,1,Corrientes,81488,43.0,81531
2015,1,Entre Ríos,165839,231.0,166070
2015,1,Formosa,26657,43.0,26700
2015,1,Jujuy,36608,3.0,36611
2015,1,La Pampa,62155,542.0,62697
2015,1,La Rioja,16310,23.0,16333
2015,1,Mendoza,168355,1805.0,170160
2015,1,Misiones,85139,7.0,85146
2015,1,Neuquén,93373,2369.0,95742
2015,1,Río Negro,96145,1188.0,97333
2015,1,Salta,96793,18.0,96811
2015,1,San Juan,51117,702.0,51819
2015,1,San Luis,12878,354.0,13232
2015,1,Santa Cruz,26217,424.0,26641
2015,1,Santa Fe,535640,797.0,536437
2015,1,Santiago Del Estero,39244,8.0,39252
2015,1,Tierra Del Fuego,32726,730.0,33456
2015,1,Tucumán,138184,92.0,138276
2014,4,Buenos Aires,2801178,15229.0,2816407
2014,4,Capital Federal,1318526,11994.0,1330520
2014,4,Catamarca,25472,21.0,25493
2014,4,Chaco,65998,37.0,66035
2014,4,Chubut,66557,1985.0,68542
2014,4,Córdoba,590113,319.0,590432
2014,4,Corrientes,65656,54.0,65710
2014,4,Entre Ríos,140567,246.0,140813
2014,4,Formosa,26156,51.0,26207
2014,4,Jujuy,35999,3.0,36002
2014,4,La Pampa,56813,567.0,57380
2014,4,La Rioja,16379,23.0,16402
2014,4,Mendoza,167766,1848.0,169614
2014,4,Misiones,77222,7.0,77229
2014,4,Neuquén,92999,2397.0,95396
2014,4,Río Negro,95050,1210.0,96260
2014,4,Salta,93921,26.0,93947
2014,4,San Juan,51390,729.0,52119
2014,4,San Luis,12788,359.0,13147
2014,4,Santa Cruz,25277,436.0,25713
2014,4,Santa Fe,528459,938.0,529397
2014,4,Santiago Del Estero,39308,9.0,39317
2014,4,Tierra Del Fuego,28249,741.0,28990
2014,4,Tucumán,137329,95.0,137424
2014,3,Buenos Aires,2835537,14028.0,2849565
2014,3,Capital Federal,1307195,10630.0,1317825
2014,3,Catamarca,24665,21.0,24686
2014,3,Chaco,63710,36.0,63746
2014,3,Chubut,67130,2007.0,69137
2014,3,Córdoba,585231,200.0,585431
2014,3,Corrientes,63516,33.0,63549
2014,3,Entre Ríos,136618,115.0,136733
2014,3,Formosa,25873,64.0,25937
2014,3,Jujuy,33739,2.0,33741
2014,3,La Pampa,61861,564.0,62425
2014,3,La Rioja,15893,23.0,15916
2014,3,Mendoza,166184,1740.0,167924
2014,3,Misiones,75327,0.0,75327
2014,3,Neuquén,100099,2268.0,102367
2014,3,Río Negro,96629,1151.0,97780
2014,3,Salta,92929,25.0,92954
2014,3,San Juan,51031,748.0,51779
2014,3,San Luis,12683,363.0,13046
2014,3,Santa Cruz,25664,446.0,26110
2014,3,Santa Fe,520196,691.0,520887
2014,3,Santiago Del Estero,37539,9.0,37548
2014,3,Tierra Del Fuego,28037,755.0,28792
2014,3,Tucumán,131978,88.0,132066
2014,2,Buenos Aires,2750430,14116.0,2764546
2014,2,Capital Federal,1299502,10713.0,1310215
2014,2,Catamarca,24660,23.0,24683
2014,2,Chaco,63243,36.0,63279
2014,2,Chubut,68503,2016.0,70519
2014,2,Córdoba,576747,205.0,576952
2014,2,Corrientes,62925,33.0,62958
2014,2,Entre Ríos,135468,115.0,135583
2014,2,Formosa,25535,65.0,25600
2014,2,Jujuy,34359,2.0,34361
2014,2,La Pampa,55048,580.0,55628
2014,2,La Rioja,15889,23.0,15912
2014,2,Mendoza,165046,1761.0,166807
2014,2,Misiones,74689,0.0,74689
2014,2,Neuquén,90053,2235.0,92288
2014,2,Río Negro,94812,1145.0,95957
2014,2,Salta,91949,25.0,91974
2014,2,San Juan,50891,755.0,51646
2014,2,San Luis,12691,364.0,13055
2014,2,Santa Cruz,26710,459.0,27169
2014,2,Santa Fe,511753,605.0,512358
2014,2,Santiago Del Estero,38002,9.0,38011
2014,2,Tierra Del Fuego,27443,766.0,28209
2014,2,Tucumán,131981,88.0,132069
2014,1,Buenos Aires,2725732,14144.0,2739876
2014,1,Capital Federal,1289204,10714.0,1299918
2014,1,Catamarca,24209,23.0,24232
2014,1,Chaco,62520,36.0,62556
2014,1,Chubut,68205,2016.0,70221
2014,1,Córdoba,566705,205.0,566910
2014,1,Corrientes,62203,33.0,62236
2014,1,Entre Ríos,134216,115.0,134331
2014,1,Formosa,25335,87.0,25422
2014,1,Jujuy,33825,2.0,33827
2014,1,La Pampa,53601,592.0,54193
2014,1,La Rioja,15688,23.0,15711
2014,1,Mendoza,164084,1761.0,165845
2014,1,Misiones,73950,0.0,73950
2014,1,Neuquén,88077,2303.0,90380
2014,1,Río Negro,93909,1157.0,95066
2014,1,Salta,91265,25.0,91290
2014,1,San Juan,50543,755.0,51298
2014,1,San Luis,12193,364.0,12557
2014,1,Santa Cruz,26304,460.0,26764
2014,1,Santa Fe,506000,612.0,506612
2014,1,Santiago Del Estero,37124,9.0,37133
2014,1,Tierra Del Fuego,27272,766.0,28038
2014,1,Tucumán,129944,88.0,130032
