Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps,"100,25 Mbps",110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,130 Mbps,140 Mbps,150 Mbps,157 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,212 Mbps,220 Mbps,225 Mbps,234 Mbps,240 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,950 Mbps,1000 Mbps,1024 Mbps,Total general
BUENOS AIRES,9 de Julio,12 de Octubre,6588030,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
BUENOS AIRES,9 de Julio,9 de Julio,6588100,10206,0,0,0,0,0,9,0,0,0,0,0,0,198,0,114,0,0,154,0,0,235,0,98,0,37,0,0,0,0,0,0,121,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,2,0,14528
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
BUENOS AIRES,9 de Julio,Dudignac,6588040,0,0,0,0,0,0,0,8,0,0,0,0,0,25,0,0,247,0,0,46,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,0,0,0,0,0,0,0,1,0,0,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
BUENOS AIRES,9 de Julio,Patricios,6588110,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,118,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,20,0,0,0,0,0,103,0,36,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
BUENOS AIRES,Adolfo Alsina,Maza,6007070,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,447,0,122,0,0,1,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,7,0,28,0,45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,6014030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,6014040,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,40,0,0,7,0,0,0,0,116,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
BUENOS AIRES,Alberti,Mechita,6021030,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
BUENOS AIRES,Almirante Brown,Adrogué,6028010,0,1,0,10,1,0,34,24,0,0,8,0,0,2,0,63,7,0,5,12,0,0,0,37,0,385,0,0,0,0,0,0,135,0,0,0,6,0,0,0,0,0,25,0,0,0,0,11557,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,928,0,0,0,0,0,0,225,0,0,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2755,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,104,0,21197
BUENOS AIRES,Almirante Brown,Burzaco,6028010,51,1,0,9,1,0,23,17,0,0,77,0,0,15,0,34,115,0,13,84,0,0,0,30,0,1054,0,0,0,0,0,0,60,0,0,0,3,0,0,0,0,0,51,0,0,0,0,11392,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,4171,0,0,0,0,0,0,829,0,0,0,0,0,0,0,4324,0,0,0,0,0,0,0,0,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,491,0,28521
BUENOS AIRES,Almirante Brown,Claypole,6028010,0,0,0,0,0,0,2,7,0,0,0,0,0,2,0,3,0,0,1,40,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,22,0,0,0,0,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,2325,0,0,0,0,0,0,415,0,0,0,0,0,0,0,1863,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,190,0,11840
BUENOS AIRES,Almirante Brown,Don Orione,6028010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2090,0,0,0,0,0,0,387,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,173,0,5408
BUENOS AIRES,Almirante Brown,Glew,6028010,1,0,0,5,0,0,7,5,0,0,15,0,0,5,0,27,29,0,3,12,0,0,0,16,0,315,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,43,0,0,0,0,11737,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,2894,0,0,0,0,0,0,710,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,249,0,20119
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,16,0,0,0,3,0,422,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,1559,0,0,0,0,0,0,334,0,0,0,0,0,0,0,2036,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,147,0,8850
BUENOS AIRES,Almirante Brown,Longchamps,6028010,1,0,0,1,0,0,3,0,0,0,0,0,0,3,0,21,0,0,5,1,0,0,0,4,0,599,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,26,0,0,0,0,7433,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,2512,0,0,0,0,0,0,612,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,192,0,17147
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,1652,0,0,0,0,0,0,296,0,0,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,155,0,5470
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4094,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1334,0,0,0,0,0,0,249,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,79,0,7570
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,0,0,0,3,0,0,10,29,0,0,0,0,0,99,0,18,339,0,11,59,0,0,0,3,0,635,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,22,0,0,0,0,9969,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,3107,0,0,0,0,0,0,602,0,0,0,0,0,0,0,2580,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,237,0,21087
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,1,0,0,1,0,0,4,9,0,0,0,0,0,40,0,21,0,0,0,114,0,0,0,0,0,120,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,4,0,0,0,0,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1539,0,0,0,0,0,0,260,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,117,0,7743
BUENOS AIRES,Almirante Brown,San Jose,6028010,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,100,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,3458,0,0,0,0,0,0,644,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,209,0,9550
