Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2016,1,Corrientes,86,26.0,86
2016,1,Entre Ríos,175,179.0,175
2016,1,Formosa,28,1.0,28
2016,1,Jujuy,40,2.0,40
2016,1,La Pampa,65,487.0,66
2016,1,La Rioja,17,18.0,17
2016,1,Mendoza,169,2.0,171
2016,1,Misiones,93,7.0,93
2016,1,Neuquén,102,2.0,104
2016,1,Río Negro,99,1.0,100
2016,1,Salta,102,3.0,102
2016,1,San Juan,51,621.0,52
2016,1,San Luis,13,317.0,13
2016,1,Santa Cruz,26,356.0,26
2016,1,Santa Fe,551,618.0,552
2016,1,Santiago Del Estero,38,3.0,38
2016,1,Tierra Del Fuego,30,619.0,30
2016,1,Tucumán,147,41.0,147
2015,4,Buenos Aires,3,13.0,3
2015,4,Capital Federal,1,10.0,1
2015,4,Catamarca,26,13.0,26
2015,4,Chaco,87,16.0,87
2015,4,Chubut,62,2.0,64
2015,4,Córdoba,626,235.0,626
2015,4,Corrientes,85,26.0,85
2015,4,Entre Ríos,174,180.0,174
2015,4,Formosa,28,1.0,28
2015,4,Jujuy,40,2.0,40
2015,4,La Pampa,66,312.0,66
2015,4,La Rioja,17,18.0,17
2015,4,Mendoza,169,2.0,171
2015,4,Misiones,93,7.0,93
2015,4,Neuquén,105,2.0,107
2015,4,Río Negro,99,1.0,100
2015,4,Salta,102,3.0,102
2015,4,San Juan,51,621.0,52
2015,4,San Luis,13,317.0,13
2015,4,Santa Cruz,26,356.0,26
2015,4,Santa Fe,561,627.0,562
2015,4,Santiago Del Estero,39,3.0,39
2015,4,Tierra Del Fuego,29,619.0,30
2015,4,Tucumán,146,42.0,146
2015,3,Buenos Aires,3,13.0,3
2015,3,Capital Federal,1,10.0,1
2015,3,Catamarca,26,13.0,26
2015,3,Chaco,85,16.0,85
2015,3,Chubut,62,2.0,64
2015,3,Córdoba,623,237.0,623
2015,3,Corrientes,85,28.0,85
2015,3,Entre Ríos,172,182.0,172
2015,3,Formosa,28,1.0,28
2015,3,Jujuy,40,2.0,40
2015,3,La Pampa,65,495.0,65
2015,3,La Rioja,17,18.0,17
2015,3,Mendoza,169,2.0,171
2015,3,Misiones,92,7.0,92
2015,3,Neuquén,98,2.0,101
2015,3,Río Negro,99,1.0,100
2015,3,Salta,101,3.0,101
2015,3,San Juan,51,621.0,52
2015,3,San Luis,13,317.0,13
2015,3,Santa Cruz,26,359.0,26
2015,3,Santa Fe,556,641.0,557
2015,3,Santiago Del Estero,39,3.0,39
2015,3,Tierra Del Fuego,33,619.0,34
